"Freq [GHz]","Phi [deg]","Theta [deg]","GainTotal []"
60,-164,30,0.178974414731177
60,-164,32,0.418801280643023
60,-164,34,0.83967487089884
60,-164,36,1.40124460041002
60,-164,38,2.05541567900962
60,-164,40,2.75280695004265
60,-164,42,3.44795708885327
60,-164,44,4.10266704343884
60,-164,46,4.68748271716124
60,-164,48,5.1817387686556
60,-164,50,5.57274079067647
60,-164,52,5.85460250765161
60,-164,54,6.0270759753808
60,-164,56,6.09451776297944
60,-164,58,6.06499161719201
60,-164,60,5.94944293629305
60,-164,62,5.76088150981677
60,-164,64,5.51354719087875
60,-164,66,5.22207806487735
60,-164,68,4.90073142085352
60,-164,70,4.56271635734766
60,-164,72,4.21968555630257
60,-164,74,3.88141068680839
60,-164,76,3.55564010423738
60,-164,78,3.24811595827212
60,-164,80,2.96271419811173
60,-164,82,2.70166589298804
60,-164,84,2.46582032548929
60,-164,86,2.25491706948204
60,-164,88,2.06784328658832
60,-164,90,1.90286179647038
60,-164,92,1.75780379620424
60,-164,94,1.63022674259368
60,-164,96,1.51754263718748
60,-164,98,1.41712478368229
60,-164,100,1.32640211614945
60,-164,102,1.24294949305804
60,-164,104,1.16457993706177
60,-164,106,1.08944070985461
60,-164,108,1.01610953755603
60,-164,110,0.943680786952274
60,-164,112,0.871825016573806
60,-164,114,0.800800800941259
60,-164,116,0.731397274100649
60,-164,118,0.664791742339405
60,-164,120,0.602320489581171
60,-164,122,0.545182187285381
60,-164,124,0.494118858442267
60,-164,126,0.449142528680632
60,-164,128,0.409387402048221
60,-164,130,0.373158442828969
60,-164,132,0.338212255356879
60,-164,134,0.302247659112201
60,-164,136,0.263514104923062
60,-164,138,0.221387525628759
60,-164,140,0.176739303502285
60,-164,142,0.131951727468265
60,-164,144,0.090513760469783
60,-164,146,0.0562460545012783
60,-164,148,0.0323213106053286
60,-164,150,0.0203293483881923
60,-164,152,0.0196584684498347
60,-164,154,0.0274143274363985
60,-164,156,0.0389786049166301
60,-164,158,0.0491392422861734
60,-164,160,0.0535333716972912
60,-164,162,0.0499843700702573
60,-164,164,0.0392556493071404
60,-164,166,0.0248528213009223
60,-164,168,0.0118025500729115
60,-164,170,0.00474881302575367
60,-164,172,0.00606714676140042
60,-164,174,0.0148034767506153
60,-164,176,0.0269773216200422
60,-164,178,0.0372136032853633
60,-164,180,0.0410374861422648
60,-162,0,7.36752269720022
60,-162,2,7.29509452848403
60,-162,4,7.07014238209482
60,-162,6,6.70677771621192
60,-162,8,6.22497799399188
60,-162,10,5.64610667170123
60,-162,12,4.99018435467065
60,-162,14,4.27619674371782
60,-162,16,3.52509349487265
60,-162,18,2.7636969040631
60,-162,20,2.02719230965373
60,-162,22,1.35842740511269
60,-162,24,0.80358675060831
60,-162,26,0.405289542005745
60,-162,28,0.195151119287276
60,-162,30,0.188004481459796
60,-162,32,0.379337558721126
60,-162,34,0.746410735025153
60,-162,36,1.2524337902187
60,-162,38,1.85247018859655
60,-162,40,2.49955798835708
60,-162,42,3.14982796889824
60,-162,44,3.76595337593187
60,-162,46,4.31884127460059
60,-162,48,4.78789309172914
60,-162,50,5.16034763684544
60,-162,52,5.4301986486572
60,-162,54,5.59703384652668
60,-162,56,5.66496673086654
60,-162,58,5.6416939205671
60,-162,60,5.5376386147165
60,-162,62,5.36512983642636
60,-162,64,5.13759349742903
60,-162,66,4.86876781748381
60,-162,68,4.57198242174538
60,-162,70,4.2595488915356
60,-162,72,3.94230170060696
60,-162,74,3.62930892533339
60,-162,76,3.32774977744055
60,-162,78,3.04293715688454
60,-162,80,2.77845148800883
60,-162,82,2.53634776379262
60,-162,84,2.31739975323172
60,-162,86,2.12135160056875
60,-162,88,1.94715536135711
60,-162,90,1.79318159657525
60,-162,92,1.6573977991123
60,-162,94,1.53751553293687
60,-162,96,1.43111150272261
60,-162,98,1.33573033600598
60,-162,100,1.24897770649957
60,-162,102,1.16861157749103
60,-162,104,1.09263677225616
60,-162,106,1.01940378363766
60,-162,108,0.947706897215016
60,-162,110,0.876869892701298
60,-162,112,0.80680097721054
60,-162,114,0.737994070308563
60,-162,116,0.671453561707973
60,-162,118,0.60852673364253
60,-162,120,0.550643857343236
60,-162,122,0.498990086184727
60,-162,124,0.454161876562821
60,-162,126,0.415886090229482
60,-162,128,0.38289154000333
60,-162,130,0.353009880126858
60,-162,132,0.32353940775326
60,-162,134,0.291835199663985
60,-162,136,0.256008271439665
60,-162,138,0.215551902013936
60,-162,140,0.171694176204206
60,-162,142,0.127321434675712
60,-162,144,0.0864253302596765
60,-162,146,0.0531684768585795
60,-162,148,0.0307941359789211
60,-162,150,0.0206776191322266
60,-162,152,0.0218036205129706
60,-162,154,0.0308560895268336
60,-162,156,0.0429518520851405
60,-162,158,0.0528734934360953
60,-162,160,0.0564985251599726
60,-162,162,0.0520175647561791
60,-162,164,0.0405256113435412
60,-162,166,0.0256975304961833
60,-162,168,0.0125320283545942
60,-162,170,0.00551000687239723
60,-162,172,0.00682398996133341
60,-162,174,0.01542011539505
60,-162,176,0.0273422263025197
